customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag
SME118045,micro,retail,business_owner,14.8,10.0,18000.0,3648.31,-0.045,30.0,0.22,10,subprime,1,0.58,5.0,4.0,0
SME118046,micro,construction,employee,0.6,26.0,22900.0,5669.17,-0.092,30.0,0.163,13,subprime,0,0.55,2.0,3.0,1
SME118047,micro,tech,business_owner,1.0,3.0,1000.0,6636.8,0.031,80.0,0.262,1,near_prime,1,0.88,1.0,,0
SME118048,small,professional_services,employee,4.5,1.0,26300.0,95.49,-0.045,1.0,0.519,5,near_prime,4,0.67,1.0,10.0,1
SME118049,micro,food_service,business_owner,15.8,52.0,20200.0,5063.26,0.049,26.0,0.129,7,prime,2,0.87,0.0,0.0,0
SME118050,medium,professional_services,employee,5.0,16.0,25600.0,3973.71,-0.238,21.0,0.42,12,subprime,4,0.69,1.0,7.0,0
SME118051,micro,retail,business_owner,5.0,20.0,18100.0,5770.69,0.046,33.0,0.222,3,prime,1,0.87,2.0,12.0,1
SME118052,medium,retail,business_owner,0.5,8.0,22200.0,2827.16,-0.102,20.0,0.173,4,super_prime,0,0.9,0.0,11.0,1
SME118053,micro,tech,employee,3.0,1.0,20800.0,3319.54,-0.21,22.0,0.046,10,prime,3,0.88,4.0,6.0,1
SME118054,micro,healthcare,employee,5.0,7.0,25900.0,7672.05,0.083,77.0,0.484,4,prime,1,0.74,2.0,3.0,0
SME118055,micro,professional_services,employee,24.6,46.0,20000.0,8610.22,-0.14,49.0,0.467,6,near_prime,0,0.86,4.0,5.0,0
SME118056,micro,tech,employee,5.5,21.0,4200.0,8844.5,-0.003,106.0,0.069,10,near_prime,2,0.55,4.0,16.0,1
SME118057,micro,food_service,employee,0.5,9.0,17200.0,8603.69,-0.014,54.0,0.379,4,super_prime,0,0.86,2.0,7.0,1
SME118058,small,tech,business_owner,8.2,3.0,20700.0,6138.87,0.039,56.0,0.221,8,subprime,3,0.47,2.0,13.0,0
SME118059,small,retail,employee,6.7,23.0,11700.0,1524.55,-0.23,9.0,0.129,8,super_prime,0,0.75,1.0,5.0,0
SME118060,small,professional_services,business_owner,7.5,11.0,8900.0,4671.1,-0.082,30.0,0.129,5,near_prime,1,0.86,2.0,6.0,1
SME118061,micro,retail,employee,1.7,1.0,7600.0,6191.27,-0.035,44.0,0.126,8,prime,2,0.9,2.0,10.0,0
SME118062,small,professional_services,employee,5.5,21.0,16300.0,7542.52,-0.149,62.0,0.272,7,prime,0,0.8,1.0,6.0,0
SME118063,micro,healthcare,employee,2.8,15.0,21600.0,4473.7,-0.06,32.0,0.048,3,near_prime,1,0.88,1.0,5.0,0
SME118064,small,tech,employee,1.2,5.0,10300.0,6392.95,-0.064,66.0,0.217,5,super_prime,1,1.01,2.0,12.0,0
SME118065,small,healthcare,employee,1.0,31.0,5400.0,21186.54,0.204,132.0,0.588,10,near_prime,2,0.66,1.0,2.0,0
SME118066,micro,healthcare,business_owner,0.5,6.0,17300.0,418.5,-0.316,3.0,0.029,1,prime,1,0.95,0.0,3.0,1
SME118067,micro,healthcare,employee,5.2,10.0,5700.0,3840.11,-0.215,26.0,0.162,13,prime,0,0.93,1.0,8.0,0
SME118068,medium,food_service,business_owner,7.4,1.0,23400.0,7460.08,0.065,63.0,0.303,1,prime,1,0.67,3.0,15.0,1
SME118069,micro,professional_services,business_owner,0.8,17.0,16000.0,4549.17,-0.099,23.0,0.24,10,near_prime,1,0.88,3.0,14.0,1
SME118070,small,tech,business_owner,9.7,10.0,13600.0,5933.47,-0.2,35.0,0.185,3,near_prime,2,0.61,2.0,0.0,0
SME118071,medium,food_service,employee,4.3,83.0,19600.0,3646.53,0.04,19.0,0.685,12,prime,1,0.81,1.0,2.0,0
SME118072,micro,retail,business_owner,0.5,5.0,15300.0,5211.18,0.13,46.0,0.206,11,prime,0,0.53,0.0,16.0,0
SME118073,micro,construction,employee,12.2,43.0,20200.0,87.61,-0.124,1.0,0.165,5,subprime,3,0.44,2.0,0.0,0
SME118074,micro,tech,employee,5.1,1.0,17100.0,1634.1,0.06,18.0,0.065,6,prime,0,0.84,2.0,11.0,0
SME118075,small,retail,employee,2.6,16.0,5200.0,2967.63,0.118,16.0,0.276,12,prime,0,1.04,1.0,7.0,1
SME118076,micro,professional_services,employee,17.4,40.0,19300.0,6237.82,0.03,53.0,0.2,8,prime,1,0.82,1.0,9.0,0
SME118077,micro,retail,employee,22.7,14.0,12100.0,1332.99,-0.033,13.0,0.273,3,prime,3,0.77,0.0,10.0,0
SME118078,micro,professional_services,business_owner,5.3,26.0,11100.0,98.56,-0.014,1.0,0.247,8,super_prime,0,0.71,0.0,,0
SME118079,medium,retail,business_owner,8.1,25.0,11100.0,6323.44,0.08,43.0,0.332,3,near_prime,5,0.91,5.0,13.0,1
SME118080,small,construction,employee,1.4,15.0,9400.0,2542.05,-0.173,19.0,0.075,5,prime,1,0.68,0.0,9.0,0
SME118081,small,food_service,employee,18.1,6.0,16500.0,4600.61,-0.135,26.0,0.312,4,super_prime,1,1.01,3.0,8.0,0
SME118082,medium,healthcare,employee,18.7,36.0,15800.0,4289.71,0.154,23.0,0.305,13,prime,1,0.8,1.0,11.0,0
SME118083,small,healthcare,business_owner,3.1,2.0,15000.0,2721.65,0.074,20.0,0.073,12,prime,1,0.67,,4.0,0
SME118084,medium,tech,business_owner,7.6,15.0,4700.0,2840.53,0.254,25.0,0.535,7,super_prime,1,0.86,1.0,10.0,0
SME118085,micro,construction,business_owner,19.3,28.0,1700.0,113.65,0.136,1.0,0.389,1,prime,3,0.95,3.0,17.0,0
SME118086,micro,food_service,employee,2.9,23.0,9300.0,2743.34,0.138,29.0,0.081,9,near_prime,2,0.63,,4.0,0
SME118087,small,food_service,employee,10.1,5.0,17900.0,8064.19,-0.056,87.0,0.179,4,subprime,3,0.52,5.0,13.0,0
SME118088,micro,construction,business_owner,7.6,3.0,13700.0,4233.43,-0.233,30.0,0.328,4,prime,1,0.75,1.0,,1
SME118089,micro,professional_services,business_owner,1.5,23.0,9200.0,8498.36,-0.119,85.0,0.462,2,super_prime,0,0.79,0.0,6.0,0
SME118090,small,construction,employee,0.5,36.0,2600.0,30403.69,0.182,204.0,0.453,4,near_prime,1,0.87,2.0,7.0,1
SME118091,small,tech,employee,30.3,31.0,24900.0,8320.43,0.014,43.0,0.305,3,super_prime,1,0.66,0.0,10.0,1
SME118092,micro,construction,employee,7.8,42.0,8500.0,3682.86,0.008,34.0,0.471,5,subprime,2,0.86,3.0,12.0,0
SME118093,micro,retail,employee,3.8,6.0,12100.0,8884.22,-0.002,54.0,0.313,3,near_prime,0,0.63,3.0,4.0,0
SME118094,micro,professional_services,employee,6.9,2.0,17000.0,2428.8,0.101,14.0,0.625,6,subprime,1,0.62,2.0,14.0,0
SME118095,micro,professional_services,employee,2.1,21.0,7900.0,9843.52,0.065,84.0,0.192,4,prime,0,0.68,0.0,0.0,0
SME118096,micro,retail,employee,7.0,3.0,21000.0,8770.62,0.02,101.0,0.24,13,prime,2,0.94,1.0,8.0,0
SME118097,micro,professional_services,employee,6.3,66.0,20200.0,9337.89,0.123,94.0,0.519,5,prime,3,0.89,3.0,12.0,0
SME118098,small,food_service,business_owner,2.8,9.0,8900.0,3187.05,-0.151,28.0,0.268,7,subprime,0,0.71,0.0,9.0,0
SME118099,micro,construction,employee,3.0,10.0,31700.0,3068.98,-0.007,16.0,0.274,9,prime,0,0.72,1.0,8.0,0
SME118100,micro,retail,business_owner,3.4,1.0,10900.0,5337.21,-0.095,37.0,0.374,9,super_prime,0,1.06,1.0,0.0,0
SME118101,small,retail,employee,6.2,1.0,10000.0,5655.04,0.192,61.0,0.348,13,near_prime,3,0.53,2.0,9.0,1
SME118102,micro,professional_services,business_owner,8.0,59.0,12000.0,7140.6,0.153,82.0,0.355,2,super_prime,1,0.97,0.0,7.0,0
SME118103,micro,construction,employee,0.7,5.0,1000.0,6961.37,-0.129,48.0,0.514,5,subprime,3,1.0,,0.0,0
SME118104,micro,construction,employee,6.4,9.0,10500.0,12867.43,0.146,137.0,0.466,13,super_prime,0,0.67,0.0,,0
SME118105,small,healthcare,employee,5.1,17.0,13100.0,5247.0,0.031,30.0,0.153,6,prime,0,0.85,2.0,6.0,0
SME118106,micro,food_service,employee,0.9,3.0,4900.0,5000.88,-0.093,33.0,0.171,12,near_prime,1,0.64,0.0,10.0,1
SME118107,micro,professional_services,employee,10.6,8.0,15500.0,4828.38,-0.148,26.0,0.299,8,super_prime,0,0.84,1.0,3.0,0
SME118108,small,construction,employee,0.5,32.0,11500.0,1366.66,0.103,9.0,0.278,13,subprime,2,0.79,2.0,6.0,0
SME118109,small,retail,business_owner,0.7,80.0,19800.0,512.26,-0.251,3.0,0.239,11,prime,0,0.98,1.0,16.0,0
SME118110,small,food_service,business_owner,2.4,25.0,27300.0,4298.22,0.179,38.0,0.354,14,super_prime,1,0.84,0.0,8.0,0
SME118111,medium,professional_services,business_owner,4.6,24.0,15000.0,6578.44,-0.063,45.0,0.334,9,near_prime,0,0.72,1.0,4.0,0
SME118112,small,tech,employee,6.2,85.0,12700.0,2907.55,-0.27,16.0,0.447,14,super_prime,0,1.09,2.0,12.0,1
SME118113,micro,tech,employee,2.4,101.0,11900.0,7148.2,0.097,64.0,0.103,3,prime,1,0.89,1.0,,0
SME118114,micro,retail,business_owner,1.4,14.0,7500.0,6913.67,-0.186,70.0,0.359,4,near_prime,0,0.6,1.0,1.0,0
SME118115,micro,food_service,business_owner,7.2,22.0,11600.0,5041.85,0.158,29.0,0.119,12,super_prime,0,0.94,0.0,13.0,0
SME118116,micro,professional_services,employee,4.9,20.0,22200.0,3233.81,-0.164,24.0,0.37,5,near_prime,3,0.6,2.0,16.0,0
SME118117,micro,healthcare,business_owner,7.2,103.0,21500.0,5321.78,0.226,29.0,0.267,14,super_prime,0,1.03,1.0,8.0,1
SME118118,micro,tech,employee,0.8,8.0,13400.0,2533.26,-0.052,18.0,0.412,11,near_prime,2,0.44,0.0,11.0,0
SME118119,small,retail,employee,1.0,110.0,19800.0,5350.42,-0.036,47.0,0.632,10,prime,4,0.79,0.0,11.0,1
SME118120,small,tech,business_owner,5.5,1.0,16500.0,5897.92,0.057,48.0,0.39,13,subprime,2,0.68,3.0,12.0,0
SME118121,micro,professional_services,employee,5.9,13.0,15700.0,270.27,-0.116,2.0,0.174,8,prime,2,0.98,0.0,5.0,0
SME118122,micro,food_service,employee,4.1,16.0,22900.0,4612.0,-0.137,25.0,0.18,3,near_prime,1,0.43,2.0,4.0,0
SME118123,micro,healthcare,business_owner,6.8,18.0,16800.0,8562.51,0.035,97.0,0.153,11,near_prime,1,0.64,0.0,9.0,0
SME118124,micro,retail,business_owner,13.1,13.0,12800.0,2083.36,0.087,14.0,0.039,14,near_prime,2,0.77,1.0,8.0,1
SME118125,micro,construction,employee,3.9,17.0,26200.0,4477.74,0.146,25.0,0.258,6,near_prime,5,0.74,1.0,14.0,1
SME118126,micro,tech,employee,1.5,12.0,21300.0,4625.26,-0.035,23.0,0.408,10,subprime,1,0.65,2.0,,0
SME118127,micro,tech,business_owner,2.6,21.0,6600.0,767.44,0.021,8.0,0.361,11,near_prime,4,0.48,3.0,18.0,1
SME118128,medium,retail,employee,3.0,9.0,8900.0,92.43,-0.076,1.0,0.375,10,super_prime,1,0.96,0.0,14.0,0
SME118129,micro,professional_services,employee,1.5,39.0,16800.0,8087.15,-0.052,48.0,0.275,5,subprime,5,0.41,2.0,13.0,1
SME118130,small,food_service,employee,2.3,16.0,19600.0,109.19,0.092,1.0,0.636,14,near_prime,0,0.35,2.0,12.0,0
SME118131,micro,healthcare,employee,2.3,4.0,23400.0,4208.45,0.062,35.0,0.54,4,near_prime,0,0.42,3.0,6.0,0
SME118132,micro,tech,business_owner,5.0,13.0,6700.0,5505.53,-0.288,36.0,0.219,10,prime,1,0.78,2.0,12.0,0
SME118133,micro,professional_services,business_owner,0.5,8.0,11700.0,8962.25,-0.043,88.0,0.281,8,prime,0,0.71,3.0,0.0,0
SME118134,medium,retail,employee,3.1,33.0,18000.0,92.13,-0.079,1.0,0.363,5,subprime,1,0.8,1.0,0.0,0
SME118135,micro,healthcare,employee,1.4,31.0,22000.0,3425.57,0.093,34.0,0.329,3,super_prime,0,0.71,0.0,8.0,0
SME118136,micro,food_service,employee,0.5,19.0,19400.0,7398.89,-0.084,55.0,0.493,3,prime,0,0.59,2.0,9.0,0
SME118137,medium,healthcare,business_owner,2.4,8.0,21200.0,7582.22,0.046,94.0,0.675,6,prime,0,0.84,0.0,13.0,0
SME118138,micro,retail,business_owner,16.8,18.0,19100.0,7395.15,-0.152,49.0,0.196,4,prime,0,0.89,1.0,11.0,1
SME118139,micro,food_service,business_owner,3.7,57.0,21900.0,8655.72,0.16,47.0,0.405,2,near_prime,1,0.62,1.0,8.0,0
SME118140,small,tech,business_owner,9.6,15.0,8500.0,97.79,-0.022,1.0,0.202,13,prime,2,0.64,1.0,5.0,0
SME118141,micro,retail,business_owner,2.5,40.0,17800.0,2417.36,-0.185,21.0,0.569,14,subprime,3,0.41,1.0,0.0,1
SME118142,medium,tech,employee,23.3,15.0,9700.0,2084.03,-0.02,23.0,0.534,1,near_prime,0,0.86,5.0,14.0,1
SME118143,micro,healthcare,employee,4.3,2.0,7100.0,7580.37,-0.113,59.0,0.279,1,prime,0,0.5,2.0,13.0,1
SME118144,small,retail,employee,2.3,8.0,23700.0,5831.41,0.016,67.0,0.264,1,near_prime,2,0.86,0.0,8.0,0
SME118145,micro,food_service,employee,8.4,54.0,20100.0,5588.49,0.012,62.0,0.614,1,super_prime,0,0.83,0.0,13.0,0
SME118146,small,food_service,business_owner,17.6,25.0,10900.0,5117.68,-0.075,49.0,0.313,4,prime,0,0.83,,1.0,0
SME118147,small,tech,employee,6.5,5.0,12300.0,8655.27,0.192,61.0,0.42,13,prime,1,0.66,2.0,1.0,1
SME118148,small,tech,business_owner,1.8,17.0,13300.0,11486.05,0.293,70.0,0.454,13,subprime,0,0.72,5.0,5.0,1
SME118149,small,retail,employee,3.0,8.0,8600.0,319.83,-0.074,3.0,0.632,7,prime,1,0.79,1.0,10.0,1
SME118150,small,healthcare,employee,0.8,53.0,6200.0,3735.74,-0.015,46.0,0.331,2,super_prime,0,0.91,3.0,15.0,0
SME118151,micro,healthcare,employee,2.3,59.0,16700.0,3190.24,-0.011,35.0,0.491,10,super_prime,0,0.83,2.0,7.0,0
SME118152,micro,food_service,employee,10.8,18.0,18800.0,1805.3,-0.058,14.0,0.133,8,subprime,1,0.61,5.0,9.0,1
SME118153,micro,tech,business_owner,1.0,15.0,7500.0,4670.36,-0.16,46.0,0.492,4,prime,0,0.78,2.0,16.0,1
SME118154,micro,professional_services,employee,0.5,62.0,14100.0,4903.55,-0.123,37.0,0.425,5,near_prime,0,0.67,2.0,6.0,0
SME118155,micro,professional_services,business_owner,3.0,2.0,18300.0,2504.82,-0.113,21.0,0.376,3,subprime,2,0.49,1.0,4.0,0
SME118156,small,retail,employee,4.2,13.0,20200.0,2540.53,-0.157,25.0,0.408,1,prime,1,0.83,2.0,5.0,0
SME118157,small,retail,employee,1.5,29.0,14700.0,6196.84,0.056,48.0,0.213,8,near_prime,1,0.62,2.0,7.0,0
SME118158,medium,tech,business_owner,3.6,38.0,13000.0,2404.88,0.02,13.0,0.695,8,near_prime,2,0.7,2.0,5.0,1
SME118159,micro,food_service,employee,13.5,38.0,12200.0,7085.85,0.179,70.0,0.469,1,near_prime,0,0.64,0.0,8.0,0
SME118160,small,professional_services,business_owner,3.3,16.0,25100.0,2840.5,-0.043,22.0,0.28,7,prime,0,0.91,3.0,4.0,1
SME118161,small,retail,employee,0.5,41.0,12000.0,11960.42,0.124,127.0,0.405,10,prime,0,0.7,0.0,13.0,0
SME118162,medium,retail,business_owner,2.2,4.0,18600.0,7128.93,0.012,49.0,0.258,13,prime,0,1.02,0.0,5.0,0
SME118163,small,food_service,business_owner,2.7,11.0,8200.0,11866.56,0.076,80.0,0.245,12,super_prime,1,0.76,2.0,9.0,0
SME118164,micro,healthcare,employee,7.3,17.0,15800.0,3059.51,-0.146,36.0,0.225,5,super_prime,0,0.7,0.0,17.0,0
SME118165,micro,professional_services,employee,13.6,1.0,21400.0,5406.97,0.058,30.0,0.353,4,prime,1,0.87,0.0,13.0,0
SME118166,medium,tech,employee,0.6,3.0,4900.0,7884.86,0.232,53.0,0.466,7,prime,1,0.73,1.0,,1
SME118167,small,professional_services,employee,1.3,34.0,15300.0,1597.24,-0.193,10.0,0.134,6,near_prime,1,0.57,0.0,14.0,1
SME118168,small,healthcare,business_owner,1.2,5.0,22000.0,5103.83,-0.102,35.0,0.588,11,subprime,2,0.4,1.0,8.0,0
SME118169,small,construction,employee,18.1,87.0,22700.0,631.91,0.067,4.0,0.732,7,super_prime,0,0.89,1.0,19.0,0
SME118170,small,retail,employee,1.5,5.0,3600.0,1403.37,0.232,9.0,0.431,2,near_prime,1,0.89,1.0,4.0,0
SME118171,small,food_service,employee,3.5,39.0,21100.0,6908.62,0.047,78.0,0.322,12,super_prime,1,1.1,0.0,4.0,0
SME118172,medium,professional_services,employee,1.9,23.0,7800.0,6802.08,-0.013,39.0,0.121,14,super_prime,0,0.9,1.0,9.0,0
SME118173,medium,professional_services,business_owner,0.6,17.0,11200.0,93.03,-0.07,1.0,0.262,4,subprime,0,0.54,2.0,12.0,0
SME118174,micro,healthcare,employee,9.7,15.0,11100.0,2983.88,0.018,19.0,0.755,7,prime,0,0.69,2.0,6.0,0
SME118175,micro,professional_services,business_owner,2.5,18.0,10400.0,3788.13,-0.057,23.0,0.167,7,prime,1,0.76,0.0,6.0,1
SME118176,micro,professional_services,employee,1.4,8.0,13000.0,8383.76,0.208,82.0,0.54,3,near_prime,2,0.86,0.0,11.0,0
SME118177,micro,healthcare,business_owner,3.9,52.0,8900.0,974.77,-0.313,9.0,0.311,9,super_prime,1,0.89,1.0,12.0,0
SME118178,small,retail,business_owner,2.4,40.0,4600.0,4091.36,-0.179,51.0,0.279,9,super_prime,0,0.83,0.0,17.0,0
SME118179,small,retail,employee,0.5,46.0,15900.0,3737.51,-0.179,19.0,0.609,1,prime,0,0.76,2.0,,0
SME118180,micro,professional_services,employee,1.9,16.0,7000.0,3715.11,-0.036,27.0,0.245,1,prime,0,0.93,1.0,16.0,0
SME118181,micro,professional_services,employee,3.4,42.0,9900.0,3990.54,-0.029,26.0,0.409,4,super_prime,0,0.95,0.0,12.0,0
SME118182,micro,healthcare,business_owner,4.6,16.0,19100.0,9429.48,0.222,54.0,0.56,4,super_prime,1,0.9,1.0,16.0,1
SME118183,small,professional_services,employee,5.0,12.0,28400.0,3070.6,-0.03,20.0,0.318,7,super_prime,0,1.2,2.0,15.0,1
SME118184,small,tech,employee,4.0,18.0,17100.0,2987.61,0.089,35.0,0.341,11,super_prime,0,0.74,0.0,13.0,0
SME118185,micro,professional_services,employee,5.2,19.0,10300.0,3267.7,0.101,28.0,0.292,12,near_prime,4,0.74,1.0,8.0,0
SME118186,micro,retail,employee,1.6,33.0,20200.0,2214.95,-0.118,12.0,0.32,13,prime,0,0.81,2.0,2.0,0
SME118187,small,professional_services,employee,5.3,77.0,5000.0,2580.74,-0.007,20.0,0.227,9,prime,1,1.01,2.0,,0
SME118188,micro,healthcare,business_owner,10.7,33.0,16700.0,8486.48,0.101,82.0,0.055,7,prime,1,0.75,0.0,1.0,0
SME118189,small,retail,employee,2.9,4.0,6600.0,4971.51,0.123,30.0,0.446,13,subprime,0,0.74,2.0,8.0,0
SME118190,medium,food_service,employee,1.6,2.0,16200.0,96.53,-0.035,1.0,0.682,9,subprime,1,0.63,1.0,11.0,0
SME118191,micro,professional_services,employee,1.2,4.0,3500.0,7120.64,0.282,61.0,0.484,14,super_prime,0,0.93,1.0,9.0,0
SME118192,micro,tech,employee,15.5,6.0,36100.0,4719.71,0.135,35.0,0.271,6,subprime,1,0.64,4.0,14.0,0
SME118193,micro,retail,employee,1.7,26.0,22200.0,9730.82,-0.048,58.0,0.719,5,prime,0,0.8,1.0,4.0,0
SME118194,micro,retail,employee,1.9,46.0,5000.0,86.37,-0.136,1.0,0.438,14,super_prime,0,1.12,0.0,7.0,0
SME118195,micro,professional_services,business_owner,0.5,25.0,17700.0,5148.34,-0.017,29.0,0.397,5,subprime,5,0.76,3.0,15.0,0
SME118196,micro,healthcare,business_owner,14.0,70.0,13300.0,2296.41,-0.024,13.0,0.565,3,near_prime,0,0.89,1.0,10.0,0
SME118197,micro,professional_services,business_owner,0.9,46.0,21100.0,7745.59,0.018,84.0,0.508,11,near_prime,0,0.95,1.0,3.0,1
SME118198,small,healthcare,business_owner,9.3,22.0,17400.0,4093.06,0.102,26.0,0.057,11,near_prime,2,0.72,2.0,1.0,0
SME118199,micro,food_service,business_owner,22.5,2.0,9300.0,6409.59,0.029,36.0,0.568,12,subprime,1,0.49,1.0,8.0,0
SME118200,small,retail,employee,2.7,19.0,15300.0,2859.66,-0.248,33.0,0.14,10,near_prime,3,0.61,2.0,17.0,1
SME118201,micro,healthcare,business_owner,4.8,50.0,18100.0,4044.17,0.004,21.0,0.146,7,super_prime,0,0.75,1.0,9.0,1
SME118202,micro,food_service,employee,11.1,6.0,18300.0,7800.87,0.253,44.0,0.581,5,near_prime,4,0.77,2.0,12.0,0
SME118203,micro,healthcare,employee,1.6,3.0,23000.0,119.5,0.195,1.0,0.356,9,prime,0,0.67,1.0,5.0,0
SME118204,micro,healthcare,employee,8.0,50.0,22700.0,4409.04,-0.147,31.0,0.695,2,prime,0,0.66,2.0,7.0,1
SME118205,micro,food_service,employee,1.1,7.0,24100.0,10563.18,-0.002,69.0,0.234,6,near_prime,1,0.88,,4.0,0
SME118206,small,retail,employee,2.0,1.0,15900.0,5432.84,0.14,44.0,0.714,5,super_prime,0,0.89,0.0,2.0,0
SME118207,medium,healthcare,employee,6.8,39.0,28300.0,3821.48,0.081,30.0,0.57,7,super_prime,0,0.8,0.0,5.0,0
SME118208,micro,food_service,employee,3.4,42.0,7500.0,2185.58,0.002,12.0,0.498,3,prime,2,0.92,3.0,5.0,1
SME118209,micro,construction,employee,14.2,47.0,14500.0,3416.32,-0.124,19.0,0.172,4,subprime,1,0.67,3.0,8.0,0
SME118210,micro,professional_services,employee,8.8,41.0,2800.0,2959.08,0.291,22.0,0.479,13,prime,3,0.77,,5.0,0
SME118211,small,construction,employee,6.6,8.0,16400.0,9434.36,-0.07,78.0,0.318,2,prime,0,0.96,3.0,12.0,0
SME118212,micro,professional_services,employee,10.0,3.0,13400.0,8633.87,0.229,57.0,0.535,4,prime,0,0.73,1.0,9.0,0
SME118213,micro,food_service,business_owner,4.9,50.0,13800.0,6182.53,-0.008,33.0,0.543,14,near_prime,0,0.7,3.0,,0
SME118214,small,professional_services,business_owner,5.4,6.0,10200.0,6969.91,-0.106,35.0,0.735,1,prime,0,1.01,0.0,11.0,1
SME118215,small,construction,business_owner,3.6,12.0,25400.0,5591.88,-0.015,35.0,0.118,2,prime,1,0.87,2.0,9.0,1
SME118216,small,food_service,business_owner,11.3,38.0,27300.0,7058.99,0.257,66.0,0.221,5,super_prime,0,1.03,1.0,14.0,1
SME118217,micro,healthcare,business_owner,2.7,35.0,14200.0,1923.91,-0.076,21.0,0.141,14,subprime,1,0.68,2.0,7.0,0
SME118218,micro,food_service,business_owner,11.2,50.0,25400.0,2939.11,0.18,24.0,0.284,7,near_prime,1,0.75,1.0,9.0,0
SME118219,micro,healthcare,employee,4.9,19.0,2000.0,6074.87,0.188,38.0,0.378,13,super_prime,1,0.92,0.0,12.0,0
SME118220,small,retail,employee,8.5,5.0,19800.0,3360.87,-0.004,19.0,0.318,8,super_prime,0,0.73,0.0,6.0,0
SME118221,small,retail,business_owner,1.8,9.0,18600.0,5629.29,-0.054,49.0,0.108,11,prime,2,0.82,2.0,5.0,0
SME118222,micro,retail,employee,6.0,35.0,23100.0,4028.95,0.064,22.0,0.371,7,near_prime,2,0.6,,2.0,0
SME118223,small,professional_services,business_owner,1.4,15.0,21300.0,3133.76,-0.145,18.0,0.395,13,super_prime,0,0.78,2.0,0.0,0
SME118224,micro,tech,employee,9.3,11.0,19900.0,4625.94,-0.199,35.0,0.221,11,prime,0,0.6,0.0,10.0,0
SME118225,small,tech,business_owner,2.0,6.0,12100.0,5684.21,-0.065,29.0,0.386,14,near_prime,3,0.61,3.0,19.0,0
SME118226,micro,construction,employee,5.9,9.0,28600.0,3587.04,-0.052,38.0,0.285,9,subprime,2,0.8,,8.0,0
SME118227,micro,retail,employee,1.6,1.0,22500.0,5772.08,-0.043,37.0,0.114,10,prime,1,0.67,2.0,15.0,0
SME118228,micro,tech,employee,0.5,39.0,8300.0,4358.52,-0.034,39.0,0.473,12,prime,0,0.95,3.0,13.0,0
SME118229,small,professional_services,business_owner,16.4,2.0,18400.0,6781.99,-0.111,58.0,0.325,13,super_prime,0,1.02,1.0,7.0,0
SME118230,micro,food_service,employee,9.5,11.0,20400.0,488.21,-0.148,4.0,0.325,1,super_prime,0,0.94,0.0,1.0,0
SME118231,micro,professional_services,employee,1.3,2.0,7000.0,8361.57,-0.11,44.0,0.165,3,prime,2,0.8,1.0,12.0,0
SME118232,small,food_service,business_owner,1.4,46.0,12100.0,93.74,-0.063,1.0,0.579,7,prime,2,0.72,3.0,10.0,0
SME118233,small,professional_services,employee,5.5,83.0,5700.0,3620.54,-0.09,19.0,0.224,8,prime,1,1.05,2.0,,0
SME118234,small,retail,business_owner,2.9,4.0,14600.0,5136.65,0.196,38.0,0.377,10,near_prime,3,0.75,,13.0,0
SME118235,small,professional_services,employee,1.8,2.0,17500.0,96.66,-0.033,1.0,0.056,9,super_prime,1,0.99,2.0,0.0,0
SME118236,small,healthcare,business_owner,11.2,19.0,13800.0,1996.17,0.017,12.0,0.652,14,prime,0,0.99,0.0,2.0,0
SME118237,small,food_service,employee,3.5,32.0,7100.0,3379.6,0.086,21.0,0.293,2,prime,1,0.64,0.0,1.0,1
SME118238,micro,food_service,employee,3.2,8.0,21500.0,4114.99,-0.083,37.0,0.112,1,super_prime,2,0.91,2.0,4.0,0
SME118239,micro,retail,employee,1.1,19.0,17300.0,1915.67,-0.009,12.0,0.223,11,prime,2,0.95,2.0,13.0,0
SME118240,micro,food_service,business_owner,9.4,1.0,13100.0,1688.82,-0.0,10.0,0.309,14,prime,0,0.87,1.0,10.0,1
SME118241,micro,construction,business_owner,1.4,4.0,20500.0,2325.76,-0.069,12.0,0.088,6,prime,0,0.79,2.0,8.0,0
SME118242,micro,food_service,employee,20.2,1.0,15200.0,4235.23,0.03,25.0,0.661,14,prime,0,0.95,1.0,10.0,0
SME118243,micro,professional_services,employee,15.1,3.0,32100.0,5234.17,-0.029,60.0,0.175,7,prime,1,0.86,1.0,1.0,0
SME118244,micro,professional_services,business_owner,0.8,1.0,14800.0,3777.16,-0.073,32.0,0.303,12,prime,0,0.7,2.0,6.0,1
SME118245,small,professional_services,business_owner,7.5,10.0,6000.0,3489.05,-0.02,31.0,0.331,4,prime,0,0.64,2.0,10.0,0
SME118246,small,professional_services,employee,3.7,61.0,12800.0,6084.33,0.065,35.0,0.158,8,prime,1,0.77,3.0,6.0,0
SME118247,small,retail,employee,6.6,43.0,9200.0,4953.09,0.042,25.0,0.54,2,subprime,3,0.56,1.0,2.0,1
SME118248,medium,professional_services,employee,0.5,5.0,18500.0,2159.53,-0.254,16.0,0.018,6,near_prime,2,0.62,1.0,,0
SME118249,micro,food_service,employee,9.4,5.0,16500.0,7074.75,0.031,39.0,0.324,12,prime,0,0.8,1.0,4.0,0
