customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag,received_offer,offer_type,retained_post_offer
SME157253,small,food_service,employee,12.7,4.0,20300.0,1536.2,-0.027,11.0,0.193,11,prime,2,0.87,0.0,1.0,1,0,none,1
SME118278,micro,retail,business_owner,2.0,7.0,20500.0,3179.22,-0.099,21.0,0.199,6,near_prime,1,0.6,3.0,7.0,1,1,waived_fee,1
SME143602,micro,retail,employee,18.2,1.0,8100.0,3514.23,0.039,18.0,0.521,10,near_prime,1,0.88,0.0,8.0,0,0,none,1
SME180515,small,food_service,employee,3.0,14.0,21900.0,5694.28,-0.082,30.0,0.195,12,near_prime,0,0.43,1.0,10.0,0,0,none,1
SME179732,small,food_service,employee,1.1,51.0,27400.0,111.44,0.114,1.0,0.425,8,subprime,2,0.69,2.0,7.0,0,1,waived_fee,1
SME173297,micro,tech,employee,7.5,2.0,13700.0,8635.24,-0.028,47.0,0.257,7,near_prime,1,0.53,1.0,3.0,0,0,none,1
SME189973,micro,professional_services,business_owner,4.2,1.0,21100.0,1662.16,-0.207,10.0,0.38,11,near_prime,0,0.79,2.0,7.0,1,1,credit_increase,1
SME155329,small,tech,employee,5.5,7.0,15900.0,12458.36,0.139,64.0,0.434,7,near_prime,1,0.75,2.0,0.0,0,0,none,1
SME132549,medium,construction,business_owner,2.4,19.0,13100.0,3966.96,-0.28,22.0,0.681,1,subprime,3,0.54,3.0,4.0,1,0,none,1
SME107663,medium,food_service,business_owner,7.5,17.0,3100.0,451.35,-0.131,2.0,0.179,2,prime,0,0.89,0.0,6.0,0,0,none,0
SME158016,small,tech,employee,13.9,11.0,14400.0,1769.97,-0.272,9.0,0.45,9,prime,0,0.92,1.0,2.0,0,0,none,1
SME107871,micro,professional_services,employee,14.9,10.0,24900.0,3949.29,-0.143,21.0,0.375,2,prime,0,1.04,1.0,0.0,0,1,travel_credit,1
SME174100,micro,construction,business_owner,5.6,12.0,17100.0,5491.64,0.012,30.0,0.083,9,subprime,3,0.82,1.0,7.0,1,1,waived_fee,1
SME174707,small,professional_services,employee,0.6,2.0,15900.0,3173.02,0.01,19.0,0.442,14,super_prime,0,1.01,1.0,14.0,1,0,none,1
SME170129,micro,retail,employee,7.1,20.0,19200.0,818.97,0.177,7.0,0.604,8,near_prime,1,0.82,4.0,11.0,0,1,waived_fee,1
SME110836,micro,food_service,employee,8.9,3.0,8600.0,3670.39,-0.141,21.0,0.487,8,near_prime,3,0.85,2.0,5.0,0,1,credit_increase,1
SME135385,micro,construction,business_owner,3.3,2.0,11400.0,388.93,0.074,2.0,0.357,5,near_prime,2,0.57,3.0,10.0,1,0,none,1
SME150913,micro,food_service,employee,7.7,4.0,9800.0,2764.96,-0.106,27.0,0.443,9,prime,1,0.88,0.0,3.0,1,1,credit_increase,1
SME144811,small,retail,employee,12.3,5.0,15200.0,13125.03,0.118,69.0,0.605,6,super_prime,0,0.83,0.0,0.0,0,0,none,1
SME177511,small,construction,business_owner,2.5,10.0,5200.0,3581.98,-0.064,25.0,0.335,5,prime,1,1.0,2.0,4.0,0,0,none,1
SME164497,small,professional_services,business_owner,4.8,1.0,19800.0,2076.88,0.123,12.0,0.278,11,prime,2,0.75,2.0,0.0,1,1,credit_increase,1
SME153858,small,healthcare,business_owner,1.8,11.0,8100.0,4049.73,-0.139,49.0,0.532,2,super_prime,2,0.91,0.0,4.0,1,1,credit_increase,1
SME167770,small,food_service,employee,17.9,9.0,14000.0,4221.11,-0.151,26.0,0.162,2,super_prime,0,1.0,0.0,12.0,1,0,none,0
SME191734,micro,food_service,business_owner,0.8,3.0,6700.0,5489.57,-0.076,39.0,0.506,13,prime,1,0.82,3.0,12.0,1,0,none,1
SME186628,micro,tech,business_owner,7.8,9.0,2300.0,6585.51,-0.178,56.0,0.062,12,subprime,0,0.59,1.0,7.0,0,0,none,1
SME139248,medium,healthcare,employee,21.6,1.0,19200.0,9070.56,0.05,48.0,0.323,9,prime,2,0.8,0.0,0.0,0,0,none,0
SME128231,medium,food_service,employee,1.9,5.0,20600.0,3455.33,-0.139,31.0,0.627,5,super_prime,0,0.78,2.0,11.0,1,0,none,1
SME126202,small,retail,employee,6.6,3.0,13300.0,5348.37,0.171,41.0,0.269,10,near_prime,1,0.77,2.0,,0,0,none,1
SME179897,small,professional_services,business_owner,2.0,19.0,12700.0,7052.22,-0.216,48.0,0.174,4,prime,0,0.58,1.0,0.0,0,0,none,1
SME122702,micro,retail,business_owner,28.4,36.0,12500.0,5717.9,0.3,43.0,0.388,12,prime,0,0.67,1.0,3.0,0,1,credit_increase,1
SME142179,small,retail,employee,9.6,6.0,13500.0,5787.52,0.096,63.0,0.243,5,prime,1,0.49,0.0,7.0,0,0,none,1
SME107105,micro,food_service,business_owner,2.7,10.0,26500.0,3626.2,-0.02,34.0,0.576,8,near_prime,3,0.82,1.0,12.0,0,0,none,1
SME110330,micro,professional_services,employee,0.5,22.0,25800.0,11920.13,0.039,90.0,0.539,3,prime,3,0.84,1.0,12.0,1,1,credit_increase,1
SME151347,small,retail,business_owner,0.5,47.0,6400.0,2716.04,0.068,25.0,0.462,10,super_prime,1,0.88,1.0,17.0,0,1,credit_increase,1
SME149816,micro,healthcare,business_owner,7.2,79.0,20100.0,442.75,-0.195,3.0,0.508,5,prime,0,1.06,2.0,1.0,0,1,credit_increase,1
SME123449,small,construction,business_owner,1.0,38.0,6100.0,74.03,-0.26,1.0,0.518,8,prime,0,0.88,0.0,5.0,0,0,none,0
SME179582,micro,professional_services,business_owner,11.5,35.0,10800.0,5632.09,-0.005,32.0,0.087,1,super_prime,0,0.92,3.0,7.0,0,0,none,0
SME195058,small,professional_services,business_owner,4.4,7.0,14000.0,6873.02,-0.007,36.0,0.418,2,near_prime,2,0.85,1.0,12.0,0,0,none,1
SME147489,micro,tech,employee,3.2,59.0,21700.0,3703.38,0.275,20.0,0.511,2,near_prime,3,0.81,2.0,10.0,1,0,none,0
SME172602,small,tech,business_owner,2.0,26.0,17700.0,7111.49,0.213,37.0,0.252,1,near_prime,1,0.52,1.0,8.0,0,0,none,1
SME192682,micro,construction,business_owner,10.2,12.0,20100.0,6690.75,0.158,36.0,0.28,10,near_prime,2,0.94,3.0,16.0,0,0,none,0
SME145809,small,construction,business_owner,9.2,49.0,12600.0,2319.13,0.057,15.0,0.231,8,subprime,1,0.59,5.0,5.0,0,1,waived_fee,1
SME145779,micro,professional_services,business_owner,10.6,51.0,11600.0,4087.18,0.042,39.0,0.091,7,subprime,2,0.6,1.0,13.0,0,1,waived_fee,1
SME194556,medium,tech,business_owner,6.0,5.0,13900.0,8458.35,0.005,70.0,0.085,14,super_prime,0,0.78,0.0,12.0,1,0,none,0
SME199713,small,retail,employee,1.6,10.0,7500.0,2568.46,-0.07,16.0,0.41,13,super_prime,0,0.92,0.0,,0,1,credit_increase,1
SME135464,micro,professional_services,business_owner,1.1,1.0,17400.0,3205.6,0.099,32.0,0.11,14,prime,0,0.93,1.0,10.0,0,0,none,1
SME180952,micro,food_service,employee,3.8,60.0,15700.0,5008.6,0.051,41.0,0.503,6,subprime,3,0.6,4.0,2.0,0,0,none,1
SME199335,micro,construction,business_owner,10.7,73.0,1600.0,4995.09,-0.129,27.0,0.112,5,prime,0,0.94,1.0,9.0,0,1,waived_fee,1
SME164224,micro,professional_services,business_owner,8.8,30.0,19500.0,2417.22,-0.047,19.0,0.462,6,super_prime,0,0.87,0.0,6.0,0,0,none,1
SME161175,small,tech,business_owner,17.4,9.0,14000.0,105.76,0.058,1.0,0.472,4,super_prime,0,0.73,1.0,9.0,0,0,none,1
SME166468,micro,professional_services,business_owner,10.8,1.0,18300.0,6631.93,0.197,60.0,0.449,13,prime,0,0.44,,9.0,1,1,credit_increase,1
SME145761,micro,food_service,business_owner,18.1,28.0,19300.0,4095.52,-0.146,21.0,0.384,8,prime,1,0.6,1.0,6.0,1,0,none,1
SME106610,small,healthcare,employee,0.5,43.0,29700.0,6578.85,0.217,43.0,0.299,8,subprime,2,0.7,5.0,13.0,1,1,travel_credit,1
SME131841,micro,retail,business_owner,20.8,14.0,13200.0,8042.54,0.065,43.0,0.464,12,prime,1,0.72,0.0,9.0,0,0,none,1
SME161474,small,tech,business_owner,4.2,4.0,17900.0,1114.79,-0.072,9.0,0.053,13,prime,0,1.13,1.0,6.0,0,1,credit_increase,1
SME117784,micro,retail,employee,1.4,13.0,5800.0,6239.5,0.049,32.0,0.374,10,prime,0,0.7,2.0,11.0,0,0,none,1
SME120646,small,construction,employee,16.3,8.0,25200.0,14516.64,0.075,162.0,0.048,12,prime,1,0.66,0.0,12.0,0,0,none,1
SME188957,micro,food_service,employee,8.1,25.0,30400.0,2918.75,-0.074,22.0,0.133,14,near_prime,2,0.55,2.0,14.0,0,0,none,1
SME153425,micro,tech,business_owner,0.6,3.0,17900.0,7235.03,0.297,62.0,0.242,10,prime,1,0.82,3.0,0.0,0,1,travel_credit,1
SME156279,micro,professional_services,employee,3.7,42.0,4800.0,4554.45,0.041,44.0,0.365,5,near_prime,3,0.83,4.0,13.0,0,0,none,1
SME158445,micro,professional_services,employee,18.1,1.0,17800.0,10457.66,0.024,93.0,0.22,8,super_prime,0,1.08,1.0,17.0,0,0,none,1
SME107396,micro,healthcare,business_owner,10.3,27.0,9800.0,6478.07,0.062,38.0,0.112,3,subprime,2,0.72,4.0,5.0,1,1,credit_increase,0
SME110637,small,construction,business_owner,1.8,3.0,11600.0,86.22,-0.138,1.0,0.343,12,prime,1,0.82,1.0,,0,1,waived_fee,0
SME173673,small,healthcare,employee,0.9,4.0,20700.0,11322.09,-0.028,84.0,0.043,11,super_prime,0,0.77,1.0,5.0,0,1,credit_increase,1
SME141251,small,retail,business_owner,0.5,1.0,16100.0,2395.33,0.136,25.0,0.196,4,near_prime,3,0.91,1.0,6.0,0,1,waived_fee,1
SME176017,micro,retail,employee,2.3,10.0,22900.0,3681.11,-0.119,28.0,0.522,10,prime,0,0.73,2.0,5.0,0,1,credit_increase,1
SME135100,small,construction,employee,1.8,11.0,26200.0,6953.92,0.102,72.0,0.133,2,prime,0,0.53,0.0,12.0,0,0,none,0
SME128220,small,retail,business_owner,14.9,4.0,9700.0,7327.56,-0.147,39.0,0.102,13,prime,2,0.83,3.0,9.0,0,1,credit_increase,0
SME135559,medium,construction,business_owner,2.1,8.0,11400.0,6922.29,-0.034,62.0,0.104,10,prime,0,0.55,1.0,1.0,0,0,none,0
SME146872,small,retail,business_owner,0.5,12.0,22600.0,3137.34,0.235,26.0,0.229,6,prime,1,0.91,1.0,,1,1,travel_credit,1
SME161822,micro,construction,business_owner,1.4,38.0,11000.0,5126.35,-0.069,46.0,0.508,1,prime,0,0.74,3.0,9.0,0,0,none,1
SME176473,micro,construction,employee,3.8,71.0,19200.0,1888.17,-0.171,10.0,0.797,8,near_prime,4,0.76,1.0,12.0,0,0,none,1
SME136437,micro,healthcare,employee,1.1,1.0,9100.0,5332.78,0.04,39.0,0.324,12,prime,2,0.6,0.0,13.0,1,1,credit_increase,1
SME146523,small,healthcare,employee,6.6,1.0,8600.0,101.59,0.016,1.0,0.325,5,super_prime,0,0.9,0.0,7.0,0,0,none,1
SME167876,small,food_service,employee,0.5,14.0,16700.0,627.04,-0.113,5.0,0.634,10,near_prime,1,0.79,5.0,11.0,1,0,none,1
SME103478,medium,retail,business_owner,1.7,1.0,33000.0,434.57,0.051,2.0,0.204,7,near_prime,1,0.66,3.0,4.0,1,0,none,1
SME185555,micro,retail,business_owner,3.4,22.0,17600.0,7893.84,0.028,47.0,0.531,3,subprime,1,0.5,2.0,10.0,0,1,waived_fee,1
SME165815,small,construction,employee,12.7,3.0,29000.0,11336.24,-0.1,81.0,0.595,11,prime,2,0.74,2.0,0.0,0,0,none,1
SME191900,small,retail,business_owner,4.2,22.0,17200.0,5636.39,-0.23,37.0,0.333,10,near_prime,1,0.42,1.0,7.0,0,1,waived_fee,0
SME173747,medium,healthcare,business_owner,0.5,18.0,1000.0,27725.56,0.033,158.0,0.12,2,super_prime,0,1.05,1.0,15.0,0,0,none,1
SME188971,small,food_service,employee,0.5,4.0,21500.0,100.83,0.008,1.0,0.233,8,super_prime,0,0.81,0.0,0.0,1,0,none,1
SME166631,micro,construction,business_owner,9.1,1.0,24600.0,720.82,0.069,5.0,0.211,5,prime,0,0.76,1.0,16.0,0,1,credit_increase,1
SME160789,small,professional_services,business_owner,0.6,9.0,1000.0,1348.76,0.058,7.0,0.575,4,prime,1,1.06,1.0,16.0,0,0,none,0
SME109612,small,retail,business_owner,1.1,4.0,21100.0,10030.66,-0.055,54.0,0.413,6,subprime,1,0.77,1.0,18.0,0,1,waived_fee,1
SME141822,micro,professional_services,employee,10.4,1.0,15900.0,92.6,-0.074,1.0,0.427,13,near_prime,1,0.79,2.0,16.0,0,0,none,1
SME168460,micro,retail,business_owner,10.8,2.0,18600.0,3618.57,-0.125,19.0,0.233,2,prime,0,0.61,1.0,7.0,1,1,credit_increase,0
SME146070,micro,retail,business_owner,9.6,12.0,37200.0,3146.48,-0.019,18.0,0.146,12,subprime,0,0.5,4.0,9.0,1,1,credit_increase,0
SME190429,small,construction,business_owner,1.8,7.0,18200.0,98.34,-0.017,1.0,0.187,11,super_prime,0,0.8,1.0,8.0,0,0,none,1
SME157435,micro,retail,employee,7.0,6.0,16900.0,8196.73,-0.244,45.0,0.564,5,super_prime,0,0.83,0.0,1.0,1,1,waived_fee,1
SME100957,micro,retail,business_owner,2.1,6.0,13700.0,3810.64,-0.021,21.0,0.201,11,super_prime,0,0.66,0.0,6.0,1,1,waived_fee,1
SME119888,micro,tech,employee,0.5,17.0,14700.0,97.57,-0.024,1.0,0.583,5,subprime,2,0.98,1.0,6.0,0,1,credit_increase,1
SME120853,small,food_service,business_owner,0.6,4.0,30900.0,10339.47,0.089,68.0,0.574,14,super_prime,0,0.84,1.0,6.0,0,0,none,0
SME187121,small,professional_services,business_owner,1.1,14.0,27600.0,6095.66,0.104,37.0,0.784,1,prime,0,0.95,0.0,19.0,0,1,credit_increase,1
SME175863,micro,food_service,business_owner,6.9,21.0,32600.0,91.48,-0.085,1.0,0.766,13,prime,1,0.69,1.0,,1,0,none,1
SME170328,micro,professional_services,business_owner,1.5,1.0,33900.0,2978.04,-0.01,21.0,0.254,6,near_prime,2,0.9,0.0,8.0,0,0,none,1
SME158003,micro,retail,business_owner,5.7,25.0,1000.0,4024.75,-0.142,28.0,0.079,2,prime,1,0.89,0.0,5.0,0,0,none,1
SME168555,small,retail,employee,8.9,23.0,10300.0,2386.61,-0.181,18.0,0.118,2,near_prime,0,0.77,1.0,0.0,1,0,none,0
SME167185,micro,professional_services,business_owner,4.2,6.0,15500.0,3525.1,0.08,32.0,0.583,4,prime,2,0.75,2.0,8.0,0,0,none,1
SME116266,small,food_service,employee,8.6,66.0,15300.0,5482.87,0.135,41.0,0.141,4,prime,2,0.57,1.0,12.0,0,0,none,0
SME155041,micro,food_service,business_owner,1.5,34.0,1000.0,3950.46,-0.096,45.0,0.463,14,super_prime,0,0.72,0.0,9.0,0,1,credit_increase,1
SME178007,micro,professional_services,business_owner,4.9,5.0,26400.0,3489.42,-0.004,22.0,0.441,3,near_prime,2,0.75,2.0,15.0,0,0,none,1
SME132450,micro,retail,employee,1.0,12.0,24900.0,2607.0,-0.232,21.0,0.284,6,prime,0,0.83,0.0,12.0,0,0,none,1
SME110567,small,professional_services,employee,0.7,22.0,12000.0,5422.39,-0.011,37.0,0.243,3,prime,0,0.68,0.0,5.0,0,1,credit_increase,1
SME106496,micro,retail,business_owner,5.6,6.0,16300.0,5967.44,0.005,53.0,0.795,1,near_prime,1,0.91,4.0,7.0,0,1,waived_fee,1
SME145840,small,tech,business_owner,1.4,30.0,6100.0,7425.94,-0.035,49.0,0.355,8,prime,1,0.84,1.0,9.0,0,1,waived_fee,1
SME130021,micro,professional_services,employee,5.4,9.0,14600.0,3259.68,-0.126,23.0,0.282,2,prime,0,0.98,1.0,6.0,1,0,none,1
SME175903,micro,food_service,business_owner,6.3,34.0,23700.0,4787.99,-0.171,44.0,0.283,12,prime,1,0.58,0.0,6.0,1,1,travel_credit,1
SME165017,medium,retail,business_owner,4.5,3.0,14400.0,3713.86,-0.213,21.0,0.186,7,near_prime,5,0.68,1.0,6.0,1,1,credit_increase,1
SME106888,small,professional_services,business_owner,10.0,34.0,27200.0,8688.01,0.032,90.0,0.172,7,prime,2,0.55,1.0,9.0,0,1,credit_increase,1
SME138340,micro,professional_services,business_owner,2.4,92.0,16300.0,5783.75,0.096,45.0,0.143,5,super_prime,0,0.77,0.0,0.0,0,0,none,1
SME170959,small,professional_services,business_owner,4.1,39.0,1800.0,8532.49,0.112,57.0,0.363,10,super_prime,0,0.83,0.0,6.0,0,1,waived_fee,0
SME194968,small,retail,employee,0.5,9.0,8300.0,5063.14,-0.086,35.0,0.107,10,prime,1,0.72,0.0,7.0,0,0,none,1
SME181380,medium,professional_services,business_owner,0.5,4.0,1000.0,2360.81,0.016,26.0,0.5,1,prime,2,0.7,1.0,14.0,0,0,none,1
SME149394,micro,tech,business_owner,3.8,13.0,20300.0,5470.78,-0.261,34.0,0.476,3,super_prime,0,1.11,,16.0,1,1,travel_credit,0
SME145010,small,food_service,business_owner,0.7,50.0,15200.0,949.9,-0.118,5.0,0.222,3,super_prime,0,0.93,0.0,18.0,0,0,none,1
SME190482,micro,professional_services,employee,3.5,4.0,13600.0,641.6,-0.107,5.0,0.628,7,prime,0,0.89,0.0,12.0,0,0,none,1
SME124096,small,retail,employee,3.3,10.0,21900.0,8551.92,0.053,45.0,0.15,2,prime,0,0.86,3.0,8.0,0,1,credit_increase,1
SME149045,small,construction,employee,5.6,27.0,21200.0,71.73,-0.283,1.0,0.325,10,subprime,3,0.74,5.0,0.0,0,1,credit_increase,1
SME125821,micro,construction,business_owner,2.6,8.0,10800.0,5015.6,-0.056,57.0,0.185,5,subprime,5,0.32,2.0,17.0,0,0,none,0
SME136753,small,professional_services,business_owner,4.0,2.0,13900.0,8109.27,0.088,60.0,0.303,4,subprime,1,0.53,4.0,8.0,0,0,none,1
SME165903,micro,food_service,business_owner,1.5,2.0,15500.0,5343.02,-0.199,56.0,0.576,8,near_prime,0,0.71,5.0,14.0,0,1,travel_credit,0
SME194615,medium,healthcare,business_owner,2.6,8.0,27300.0,4095.75,0.031,44.0,0.28,1,prime,0,0.78,1.0,8.0,1,0,none,1
SME192758,micro,healthcare,employee,17.2,1.0,28000.0,1149.55,0.055,14.0,0.099,8,prime,3,0.81,0.0,9.0,0,0,none,1
SME183314,micro,professional_services,business_owner,3.1,60.0,18500.0,115.26,0.153,1.0,0.195,8,super_prime,0,0.73,3.0,14.0,0,0,none,0
SME167908,micro,retail,business_owner,6.1,1.0,20400.0,1038.67,-0.051,10.0,0.174,7,prime,1,0.87,1.0,7.0,1,1,waived_fee,1
SME124491,micro,food_service,employee,3.2,8.0,5500.0,9854.59,0.115,73.0,0.323,2,prime,1,0.6,0.0,12.0,0,0,none,1
SME119492,micro,healthcare,business_owner,1.3,9.0,22000.0,10945.14,0.031,105.0,0.469,11,super_prime,0,0.75,1.0,10.0,0,1,credit_increase,1
SME107273,micro,retail,business_owner,6.3,1.0,8400.0,5657.66,0.059,38.0,0.305,14,super_prime,1,0.67,3.0,8.0,0,1,credit_increase,1
SME103527,micro,tech,business_owner,19.1,5.0,13200.0,2732.37,0.044,23.0,0.118,2,prime,1,0.61,1.0,6.0,0,1,credit_increase,0
SME163398,micro,construction,business_owner,6.3,76.0,8200.0,6823.65,0.099,35.0,0.529,6,near_prime,1,0.67,1.0,13.0,0,1,waived_fee,1
SME120283,micro,tech,business_owner,0.5,20.0,15800.0,1573.14,0.027,12.0,0.08,6,near_prime,2,0.54,0.0,0.0,1,0,none,1
SME152675,small,retail,business_owner,16.8,23.0,4100.0,2953.67,-0.096,16.0,0.163,10,near_prime,3,0.71,1.0,2.0,0,1,waived_fee,1
SME182995,micro,tech,employee,1.4,7.0,10800.0,5211.61,-0.179,51.0,0.603,9,near_prime,0,0.46,2.0,13.0,0,1,waived_fee,1
SME192169,medium,healthcare,business_owner,8.1,14.0,21300.0,6469.63,-0.176,40.0,0.351,3,prime,2,0.67,1.0,11.0,0,0,none,0
SME143351,medium,tech,business_owner,1.2,18.0,13100.0,3844.77,-0.068,31.0,0.136,2,near_prime,1,0.83,1.0,10.0,1,1,waived_fee,1
SME198271,micro,retail,business_owner,0.6,1.0,1100.0,4632.61,0.055,43.0,0.597,6,subprime,2,0.48,4.0,4.0,0,1,credit_increase,1
SME196851,small,professional_services,employee,4.4,4.0,18100.0,3920.66,-0.048,24.0,0.385,8,prime,1,0.81,1.0,16.0,0,0,none,1
SME123076,small,construction,employee,5.6,38.0,19700.0,2015.25,-0.167,21.0,0.518,7,prime,0,1.03,1.0,11.0,1,1,credit_increase,1
SME181560,micro,professional_services,business_owner,8.2,28.0,7400.0,6009.09,0.135,40.0,0.593,12,near_prime,2,0.59,1.0,5.0,0,0,none,0
SME174037,small,food_service,business_owner,0.6,13.0,7700.0,3459.45,-0.047,41.0,0.602,4,prime,1,0.92,1.0,13.0,0,0,none,1
SME158081,micro,food_service,employee,22.8,2.0,24700.0,275.73,-0.221,1.0,0.481,6,super_prime,3,0.81,1.0,8.0,0,0,none,1
SME136316,small,healthcare,business_owner,7.7,29.0,38200.0,1116.23,0.085,7.0,0.703,1,subprime,2,0.69,4.0,8.0,0,0,none,1
SME166829,small,retail,business_owner,18.9,6.0,19800.0,1430.01,-0.084,9.0,0.254,8,subprime,2,0.66,2.0,3.0,1,1,credit_increase,1
SME150286,micro,tech,business_owner,5.3,2.0,14600.0,6983.25,0.024,53.0,0.537,8,super_prime,2,0.58,1.0,3.0,0,1,credit_increase,1
SME154171,micro,tech,business_owner,6.3,6.0,10700.0,3426.18,-0.032,33.0,0.141,5,subprime,3,0.8,,8.0,0,0,none,1
SME163639,micro,professional_services,business_owner,0.6,31.0,17800.0,9723.6,0.15,50.0,0.205,2,near_prime,0,0.72,3.0,7.0,0,0,none,1
SME101338,small,retail,employee,4.1,15.0,20400.0,3401.06,0.022,19.0,0.205,12,near_prime,1,0.85,1.0,8.0,0,0,none,1
SME124680,small,professional_services,business_owner,11.0,43.0,1000.0,3421.6,-0.099,32.0,0.257,4,super_prime,0,1.03,1.0,5.0,1,0,none,1
SME144807,medium,food_service,business_owner,11.2,5.0,27800.0,7222.11,-0.04,51.0,0.226,3,prime,1,0.86,1.0,15.0,0,0,none,0
SME197813,small,food_service,employee,2.9,7.0,20400.0,2082.61,-0.286,13.0,0.712,10,prime,2,0.8,0.0,8.0,0,0,none,0
SME193762,micro,food_service,employee,5.3,3.0,14500.0,6796.36,-0.239,38.0,0.057,8,super_prime,0,0.99,0.0,6.0,1,1,waived_fee,1
SME176523,medium,food_service,business_owner,3.7,55.0,22100.0,8351.62,-0.12,87.0,0.153,9,prime,2,0.78,1.0,13.0,0,1,credit_increase,1
SME128820,micro,tech,employee,2.5,10.0,10000.0,11029.54,0.261,103.0,0.328,8,super_prime,0,1.1,2.0,1.0,1,0,none,0
SME127345,small,healthcare,employee,0.5,21.0,15000.0,101.72,0.017,1.0,0.664,4,near_prime,1,0.57,1.0,9.0,0,1,credit_increase,1
SME163349,micro,professional_services,employee,1.5,10.0,12700.0,4146.56,-0.121,26.0,0.357,1,prime,0,0.9,2.0,2.0,0,1,travel_credit,1
SME149105,micro,food_service,business_owner,13.7,42.0,15700.0,9947.4,0.005,55.0,0.033,14,super_prime,1,0.99,0.0,15.0,0,0,none,1
SME183608,micro,professional_services,employee,4.2,5.0,7100.0,901.38,-0.159,10.0,0.283,13,near_prime,0,0.66,3.0,8.0,0,0,none,1
SME150766,small,professional_services,business_owner,3.2,46.0,18300.0,4292.17,0.177,45.0,0.35,8,super_prime,0,0.92,2.0,8.0,0,0,none,1
SME156630,small,professional_services,business_owner,5.2,12.0,23400.0,5413.75,-0.104,55.0,0.114,10,prime,0,0.82,2.0,7.0,0,0,none,1
SME174835,micro,professional_services,business_owner,0.5,8.0,20100.0,3257.18,-0.073,19.0,0.055,6,subprime,3,0.64,2.0,1.0,0,0,none,0
SME128369,micro,construction,employee,2.2,43.0,8800.0,3420.45,0.082,20.0,0.169,7,near_prime,3,0.95,3.0,7.0,0,0,none,1
SME154649,medium,healthcare,business_owner,7.3,7.0,3400.0,9133.53,0.028,86.0,0.74,13,subprime,0,0.58,1.0,5.0,1,1,travel_credit,1
SME194493,small,healthcare,business_owner,1.3,1.0,1000.0,6732.53,0.076,42.0,0.261,4,prime,1,0.94,0.0,7.0,0,1,credit_increase,1
SME164779,micro,professional_services,business_owner,11.5,29.0,29600.0,2260.3,-0.088,11.0,0.069,5,subprime,2,0.5,5.0,,1,0,none,0
SME150297,small,tech,employee,1.9,4.0,25900.0,99.8,-0.002,1.0,0.656,4,prime,2,0.83,0.0,13.0,0,0,none,0
SME132574,micro,professional_services,business_owner,12.2,4.0,16000.0,3986.98,-0.045,41.0,0.256,10,prime,0,0.7,0.0,10.0,0,0,none,0
SME157819,small,retail,business_owner,0.6,6.0,24300.0,4609.78,-0.041,31.0,0.327,5,prime,1,0.83,1.0,10.0,0,0,none,1
SME128687,small,healthcare,employee,1.8,2.0,17700.0,46631.02,0.149,349.0,0.184,10,super_prime,2,0.53,0.0,7.0,0,0,none,1
SME168502,micro,healthcare,business_owner,3.2,34.0,9900.0,5381.07,-0.057,44.0,0.391,3,prime,1,0.62,0.0,4.0,0,0,none,1
SME196715,micro,retail,employee,0.5,2.0,22700.0,7012.56,-0.133,75.0,0.111,1,near_prime,1,0.53,6.0,10.0,0,1,travel_credit,1
SME175417,micro,professional_services,business_owner,3.3,31.0,2200.0,5673.27,0.089,46.0,0.155,7,prime,0,0.89,4.0,3.0,0,0,none,0
SME169540,micro,tech,business_owner,2.1,6.0,22100.0,10797.88,0.076,62.0,0.033,5,super_prime,1,0.71,2.0,16.0,0,0,none,1
SME197323,micro,tech,employee,3.0,1.0,14400.0,3832.55,0.052,24.0,0.296,6,subprime,1,0.66,0.0,0.0,1,1,waived_fee,1
SME134881,small,construction,business_owner,0.5,1.0,34900.0,1600.58,0.217,17.0,0.284,10,super_prime,1,0.8,2.0,14.0,0,1,credit_increase,1
SME125665,micro,tech,business_owner,4.7,4.0,28000.0,3704.02,-0.023,30.0,0.778,6,near_prime,2,0.87,2.0,5.0,1,0,none,1
SME154401,micro,healthcare,employee,3.2,5.0,12400.0,5367.87,0.086,32.0,0.331,8,prime,1,0.67,2.0,4.0,0,1,waived_fee,1
SME152631,micro,retail,business_owner,2.6,5.0,5900.0,4601.0,0.011,35.0,0.053,4,prime,2,0.67,0.0,7.0,1,1,credit_increase,1
SME166599,small,retail,business_owner,3.5,11.0,9700.0,4778.92,0.075,27.0,0.329,13,prime,1,0.82,1.0,11.0,0,0,none,1
SME131440,micro,food_service,business_owner,0.5,6.0,9600.0,2146.71,-0.081,11.0,0.478,6,near_prime,1,0.51,0.0,10.0,1,1,credit_increase,1
SME115263,micro,healthcare,business_owner,6.4,68.0,30300.0,4001.52,0.168,30.0,0.033,12,near_prime,0,0.76,2.0,10.0,0,1,waived_fee,1
SME108185,medium,healthcare,business_owner,3.1,1.0,12200.0,104.61,0.046,1.0,0.455,14,near_prime,0,0.48,1.0,4.0,0,0,none,1
SME137762,micro,tech,business_owner,1.7,12.0,3800.0,5815.85,0.002,71.0,0.215,9,super_prime,0,1.2,2.0,1.0,1,0,none,1
