customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag,avg_monthly_spend_capped,risk_segment,risk_segment_label
SME104127,micro,healthcare,employee,1.3,7.0,6900.0,2227.12,-0.08,12.0,0.348,7,near_prime,3,0.6,1.0,13.0,0,2227.12,3,low_engagement_new
SME104128,small,food_service,employee,11.4,12.0,14100.0,2730.77,-0.013,20.0,0.149,5,near_prime,1,0.77,5.0,7.0,1,2730.77,3,low_engagement_new
SME104129,medium,food_service,business_owner,2.6,7.0,12700.0,635.64,0.14,7.0,0.362,13,prime,0,0.81,1.0,11.0,1,635.64,3,low_engagement_new
SME104130,small,retail,employee,1.2,13.0,12900.0,3483.59,-0.14,21.0,0.639,5,subprime,2,0.69,5.0,8.0,0,3483.59,1,at_risk_stressed
SME104131,small,retail,employee,2.3,15.0,26900.0,11235.45,0.143,62.0,0.657,8,prime,1,1.01,1.0,5.0,0,11235.45,2,high_value_newer
SME104132,micro,professional_services,business_owner,4.3,16.0,34300.0,3289.63,0.058,23.0,0.231,13,prime,0,0.7,0.0,2.0,0,3289.63,3,low_engagement_new
SME104133,micro,construction,employee,10.1,56.0,13000.0,87.57,-0.124,1.0,0.09,1,prime,0,1.09,1.0,11.0,0,87.57,0,loyal_established
SME104134,micro,retail,employee,1.2,10.0,17700.0,5281.83,0.236,47.0,0.118,6,prime,0,0.86,2.0,19.0,0,5281.83,3,low_engagement_new
SME104135,micro,retail,employee,1.0,29.0,18300.0,1696.32,-0.139,10.0,0.76,10,prime,1,0.79,1.0,10.0,1,1696.32,1,at_risk_stressed
SME104136,micro,food_service,business_owner,11.1,16.0,18200.0,9843.89,-0.027,82.0,0.251,4,super_prime,0,0.83,1.0,19.0,0,9843.89,2,high_value_newer
SME104137,small,construction,employee,13.0,12.0,13800.0,1667.91,-0.033,13.0,0.421,4,near_prime,0,0.6,1.0,6.0,0,1667.91,1,at_risk_stressed
SME104138,small,retail,employee,15.4,8.0,9800.0,10674.21,-0.036,55.0,0.35,12,super_prime,0,0.9,0.0,10.0,0,10674.21,2,high_value_newer
SME104139,small,professional_services,business_owner,7.2,8.0,14200.0,8958.35,0.198,63.0,0.422,8,super_prime,0,0.91,1.0,15.0,0,8958.35,2,high_value_newer
SME104140,micro,food_service,employee,15.6,29.0,15800.0,6210.97,-0.16,60.0,0.168,13,prime,1,0.8,2.0,9.0,0,6210.97,3,low_engagement_new
SME104141,micro,food_service,employee,0.7,32.0,8700.0,5995.4,0.126,51.0,0.544,12,super_prime,1,0.94,1.0,8.0,0,5995.4,1,at_risk_stressed
SME104142,micro,tech,employee,9.4,1.0,18800.0,6076.79,-0.12,44.0,0.246,2,super_prime,1,1.06,0.0,10.0,0,6076.79,3,low_engagement_new
SME104143,micro,healthcare,employee,0.5,38.0,15600.0,4522.31,-0.057,37.0,0.575,8,prime,3,0.8,1.0,10.0,0,4522.31,1,at_risk_stressed
SME104144,micro,retail,business_owner,4.2,28.0,25100.0,2818.6,-0.007,26.0,0.327,13,near_prime,2,0.84,0.0,2.0,0,2818.6,3,low_engagement_new
SME104145,micro,professional_services,employee,2.1,31.0,15800.0,10892.65,0.189,60.0,0.283,12,prime,1,0.62,0.0,6.0,0,10892.65,2,high_value_newer
SME104146,micro,food_service,employee,2.2,10.0,29100.0,4687.75,0.047,30.0,0.217,14,super_prime,0,0.97,1.0,1.0,1,4687.75,3,low_engagement_new
SME104147,small,professional_services,employee,8.7,7.0,29300.0,1489.15,-0.179,12.0,0.211,6,prime,0,0.88,0.0,8.0,1,1489.15,3,low_engagement_new
SME104148,micro,food_service,employee,10.6,4.0,12900.0,5027.5,0.039,38.0,0.269,5,prime,1,0.66,1.0,0.0,0,5027.5,3,low_engagement_new
SME104149,micro,retail,business_owner,9.3,6.0,11500.0,7946.7,0.102,42.0,0.138,4,super_prime,0,0.64,0.0,16.0,0,7946.7,3,low_engagement_new
SME104150,micro,professional_services,employee,12.0,15.0,3900.0,6144.54,-0.01,47.0,0.223,10,near_prime,1,0.93,0.0,8.0,0,6144.54,3,low_engagement_new
SME104151,micro,construction,business_owner,6.1,13.0,13000.0,1153.1,-0.015,10.0,0.528,13,prime,2,1.0,1.0,8.0,0,1153.1,1,at_risk_stressed
SME104152,micro,food_service,business_owner,8.9,12.0,19000.0,7987.29,-0.075,47.0,0.724,14,super_prime,0,1.13,1.0,4.0,1,7987.29,1,at_risk_stressed
SME104153,micro,retail,employee,2.0,65.0,13200.0,1808.45,-0.009,11.0,0.263,13,near_prime,2,0.79,1.0,14.0,0,1808.45,0,loyal_established
SME104154,small,professional_services,business_owner,4.4,12.0,14100.0,5027.27,0.064,41.0,0.085,12,subprime,1,0.62,2.0,10.0,1,5027.27,3,low_engagement_new
SME104155,micro,healthcare,employee,21.8,69.0,20100.0,5962.38,-0.226,36.0,0.238,2,subprime,1,0.69,0.0,2.0,1,5962.38,0,loyal_established
SME104156,medium,food_service,business_owner,17.2,9.0,14200.0,10373.52,0.128,83.0,0.406,4,prime,0,0.87,0.0,0.0,1,10373.52,2,high_value_newer
SME104157,micro,healthcare,business_owner,6.1,48.0,10900.0,4345.4,0.158,33.0,0.233,5,near_prime,2,0.58,1.0,0.0,0,4345.4,0,loyal_established
SME104158,micro,retail,business_owner,10.9,14.0,6700.0,6781.85,0.017,75.0,0.606,8,prime,1,0.83,3.0,11.0,1,6781.85,1,at_risk_stressed
SME104159,micro,food_service,business_owner,8.4,23.0,16400.0,4031.68,0.072,20.0,0.588,13,prime,1,0.82,0.0,12.0,0,4031.68,1,at_risk_stressed
SME104160,micro,retail,employee,1.7,15.0,15500.0,6319.22,-0.047,33.0,0.202,14,prime,2,0.66,4.0,13.0,0,6319.22,3,low_engagement_new
SME104161,micro,construction,employee,1.9,29.0,13500.0,597.21,0.053,3.0,0.339,10,prime,0,0.59,2.0,9.0,1,597.21,3,low_engagement_new
SME104162,small,tech,employee,1.6,7.0,11700.0,10586.77,0.008,116.0,0.443,13,near_prime,1,0.76,4.0,17.0,0,10586.77,2,high_value_newer
SME104163,micro,professional_services,employee,2.8,2.0,9900.0,3405.01,-0.11,41.0,0.245,14,subprime,1,0.59,0.0,4.0,0,3405.01,3,low_engagement_new
SME104164,small,professional_services,employee,7.8,62.0,20700.0,4298.04,-0.058,31.0,0.634,8,super_prime,0,0.86,0.0,6.0,0,4298.04,0,loyal_established
SME104165,micro,professional_services,employee,12.7,9.0,1000.0,1397.85,-0.012,8.0,0.692,2,subprime,2,0.86,2.0,12.0,0,1397.85,1,at_risk_stressed
SME104166,micro,construction,business_owner,2.9,1.0,23900.0,2010.96,-0.095,15.0,0.333,3,prime,0,0.29,0.0,4.0,0,2010.96,3,low_engagement_new
SME104167,micro,professional_services,employee,6.7,10.0,14300.0,2477.95,-0.047,26.0,0.119,2,near_prime,1,0.68,1.0,8.0,0,2477.95,3,low_engagement_new
SME104168,micro,healthcare,employee,18.0,1.0,5700.0,3375.85,-0.082,29.0,0.384,4,near_prime,1,0.75,5.0,8.0,0,3375.85,1,at_risk_stressed
SME104169,micro,food_service,employee,14.1,27.0,23200.0,4562.19,0.02,55.0,0.092,10,prime,0,0.77,0.0,12.0,0,4562.19,3,low_engagement_new
SME104170,medium,food_service,employee,2.2,18.0,13500.0,4607.06,0.002,49.0,0.229,8,near_prime,3,0.69,2.0,11.0,1,4607.06,3,low_engagement_new
SME104171,small,healthcare,employee,5.2,26.0,20100.0,6230.53,0.028,40.0,0.258,14,super_prime,1,0.98,2.0,15.0,0,6230.53,3,low_engagement_new
SME104172,medium,construction,business_owner,6.8,14.0,27300.0,2839.95,-0.037,30.0,0.439,1,prime,1,0.98,1.0,10.0,0,2839.95,1,at_risk_stressed
SME104173,micro,retail,employee,5.6,11.0,15700.0,10422.18,-0.01,54.0,0.207,12,prime,1,0.52,0.0,13.0,0,10422.18,2,high_value_newer
SME104174,small,professional_services,business_owner,4.7,5.0,5300.0,105.08,0.051,1.0,0.393,3,prime,3,0.55,2.0,5.0,1,105.08,3,low_engagement_new
SME104175,small,healthcare,employee,3.1,3.0,21800.0,7191.97,-0.059,55.0,0.246,12,prime,1,0.69,2.0,15.0,0,7191.97,2,high_value_newer
SME104176,small,professional_services,employee,9.1,42.0,6200.0,4029.81,0.023,22.0,0.218,3,prime,0,0.67,2.0,11.0,0,4029.81,3,low_engagement_new
SME104177,medium,retail,business_owner,11.4,22.0,7200.0,4654.53,0.108,31.0,0.57,2,prime,1,0.46,1.0,14.0,0,4654.53,1,at_risk_stressed
SME104178,small,professional_services,business_owner,0.5,2.0,6300.0,1734.52,-0.044,11.0,0.65,8,super_prime,0,0.69,1.0,10.0,0,1734.52,1,at_risk_stressed
SME104179,small,retail,employee,0.6,12.0,10300.0,6064.72,0.096,37.0,0.741,6,prime,0,0.86,1.0,8.0,0,6064.72,1,at_risk_stressed
SME104180,small,retail,employee,4.8,2.0,1400.0,1166.06,-0.028,8.0,0.465,5,prime,3,0.8,2.0,11.0,0,1166.06,1,at_risk_stressed
SME104181,micro,retail,employee,7.0,69.0,28600.0,7951.17,0.129,51.0,0.081,11,super_prime,0,0.87,4.0,7.0,0,7951.17,0,loyal_established
SME104182,small,healthcare,employee,4.7,15.0,18600.0,1697.21,-0.111,14.0,0.073,2,subprime,5,0.5,4.0,12.0,0,1697.21,3,low_engagement_new
SME104183,micro,professional_services,business_owner,11.0,19.0,28600.0,710.43,0.021,5.0,0.258,5,prime,0,0.92,2.0,15.0,1,710.43,3,low_engagement_new
SME104184,medium,food_service,employee,9.4,23.0,9700.0,2853.69,-0.038,18.0,0.377,3,prime,2,0.77,3.0,8.0,0,2853.69,1,at_risk_stressed
SME104185,small,professional_services,employee,5.7,11.0,10300.0,8881.14,-0.045,62.0,0.256,6,prime,1,0.47,4.0,4.0,1,8881.14,2,high_value_newer
SME104186,micro,professional_services,business_owner,23.6,72.0,5000.0,3201.0,0.023,23.0,0.231,4,super_prime,0,0.68,1.0,4.0,1,3201.0,0,loyal_established
SME104187,micro,retail,employee,3.3,15.0,14200.0,2011.3,0.03,19.0,0.478,1,prime,0,1.03,1.0,0.0,1,2011.3,1,at_risk_stressed
SME104188,micro,professional_services,employee,0.5,5.0,25800.0,7545.88,0.156,48.0,0.463,9,prime,1,0.51,0.0,19.0,0,7545.88,1,at_risk_stressed
SME104189,micro,professional_services,business_owner,11.8,16.0,20800.0,4654.58,0.189,28.0,0.14,14,super_prime,0,0.77,0.0,9.0,0,4654.58,3,low_engagement_new
SME104190,micro,professional_services,business_owner,6.2,43.0,5800.0,4780.42,0.106,29.0,0.06,10,super_prime,2,0.9,0.0,10.0,1,4780.42,3,low_engagement_new
SME104191,small,food_service,business_owner,3.0,9.0,18100.0,9486.9,0.129,65.0,0.46,8,super_prime,0,0.8,2.0,0.0,0,9486.9,2,high_value_newer
SME104192,small,healthcare,employee,2.1,8.0,23800.0,82.06,-0.179,1.0,0.702,10,super_prime,2,0.74,0.0,13.0,0,82.06,1,at_risk_stressed
SME104193,small,food_service,business_owner,5.8,17.0,21300.0,5546.62,0.062,38.0,0.305,13,super_prime,0,0.78,0.0,8.0,0,5546.62,3,low_engagement_new
SME104194,micro,food_service,employee,1.3,23.0,24600.0,2779.08,0.083,16.0,0.522,8,near_prime,2,0.64,2.0,6.0,0,2779.08,1,at_risk_stressed
SME104195,micro,professional_services,business_owner,4.5,13.0,6800.0,5427.17,-0.052,40.0,0.314,2,prime,1,0.79,0.0,8.0,0,5427.17,3,low_engagement_new
SME104196,micro,professional_services,employee,3.9,18.0,5100.0,2352.83,-0.122,13.0,0.43,5,subprime,2,0.36,6.0,8.0,1,2352.83,1,at_risk_stressed
SME104197,small,retail,business_owner,4.1,44.0,7000.0,5965.69,0.08,50.0,0.196,14,super_prime,0,0.89,2.0,12.0,1,5965.69,0,loyal_established
SME104198,micro,healthcare,business_owner,15.9,75.0,17600.0,5473.67,-0.052,46.0,0.437,6,near_prime,2,0.72,2.0,4.0,1,5473.67,0,loyal_established
SME104199,micro,professional_services,employee,7.8,4.0,3200.0,8734.71,0.144,55.0,0.346,1,near_prime,3,0.67,4.0,10.0,0,8734.71,2,high_value_newer
SME104200,micro,construction,business_owner,6.6,9.0,15500.0,5041.85,0.206,48.0,0.08,3,prime,3,0.91,2.0,6.0,0,5041.85,3,low_engagement_new
SME104201,small,healthcare,employee,5.5,145.0,1000.0,2566.5,0.02,17.0,0.271,12,prime,0,1.02,1.0,6.0,0,2566.5,0,loyal_established
SME104202,micro,food_service,business_owner,6.3,70.0,23100.0,5727.86,-0.031,40.0,0.068,6,prime,0,0.76,1.0,8.0,0,5727.86,0,loyal_established
SME104203,small,tech,business_owner,24.1,11.0,28600.0,4152.32,-0.078,34.0,0.105,8,super_prime,0,1.01,1.0,6.0,1,4152.32,3,low_engagement_new
SME104204,small,retail,employee,6.6,31.0,1000.0,3006.29,0.021,25.0,0.3,3,near_prime,1,0.6,2.0,13.0,1,3006.29,3,low_engagement_new
SME104205,small,food_service,employee,2.3,74.0,18800.0,9521.35,0.09,90.0,0.133,4,near_prime,3,0.69,4.0,2.0,0,9521.35,0,loyal_established
SME104206,micro,retail,business_owner,0.7,67.0,20000.0,770.35,0.134,5.0,0.209,9,near_prime,3,0.94,3.0,8.0,0,770.35,0,loyal_established
SME104207,micro,retail,employee,1.1,5.0,17800.0,7531.47,0.047,46.0,0.586,7,near_prime,0,0.73,5.0,1.0,0,7531.47,1,at_risk_stressed
SME104208,micro,construction,employee,0.7,18.0,11400.0,5085.02,-0.174,44.0,0.345,5,super_prime,0,0.84,1.0,16.0,0,5085.02,3,low_engagement_new
SME104209,micro,retail,employee,5.5,12.0,17500.0,6953.07,0.003,43.0,0.388,7,super_prime,0,0.95,4.0,13.0,1,6953.07,1,at_risk_stressed
SME104210,small,retail,business_owner,1.7,41.0,12300.0,4988.34,-0.199,30.0,0.338,4,super_prime,2,0.76,2.0,3.0,0,4988.34,0,loyal_established
SME104211,micro,retail,employee,1.0,39.0,9800.0,1355.43,-0.046,9.0,0.175,11,super_prime,0,1.08,0.0,0.0,1,1355.43,3,low_engagement_new
SME104212,micro,construction,business_owner,3.7,13.0,17100.0,7694.57,0.16,64.0,0.375,1,super_prime,1,0.84,3.0,4.0,0,7694.57,2,high_value_newer
SME104213,micro,healthcare,business_owner,1.2,52.0,12300.0,3429.23,-0.177,36.0,0.403,2,subprime,0,0.82,0.0,13.0,0,3429.23,0,loyal_established
SME104214,small,retail,employee,3.2,32.0,24200.0,3661.69,0.108,38.0,0.147,14,subprime,0,0.69,3.0,16.0,0,3661.69,3,low_engagement_new
SME104215,micro,retail,business_owner,14.1,2.0,6000.0,8629.04,-0.124,85.0,0.57,4,super_prime,0,0.68,1.0,7.0,1,8629.04,2,high_value_newer
SME104216,small,retail,employee,4.6,16.0,10200.0,1365.08,-0.147,14.0,0.631,6,prime,1,0.89,1.0,10.0,1,1365.08,1,at_risk_stressed
SME104217,micro,professional_services,employee,0.5,22.0,2700.0,5545.15,-0.076,55.0,0.486,13,prime,0,0.65,1.0,3.0,0,5545.15,1,at_risk_stressed
SME104218,medium,professional_services,employee,4.6,11.0,9900.0,6870.13,0.099,66.0,0.321,6,prime,0,0.56,1.0,4.0,0,6870.13,2,high_value_newer
SME104219,small,healthcare,employee,2.1,7.0,1000.0,4916.99,-0.02,51.0,0.19,7,super_prime,0,0.8,0.0,13.0,0,4916.99,3,low_engagement_new
SME104220,micro,healthcare,employee,8.9,47.0,18400.0,3920.59,0.167,41.0,0.126,4,super_prime,1,0.7,0.0,17.0,0,3920.59,3,low_engagement_new
SME104221,micro,food_service,business_owner,2.9,9.0,25400.0,92.92,-0.071,1.0,0.139,6,prime,0,0.72,1.0,10.0,0,92.92,3,low_engagement_new
SME104222,micro,food_service,employee,3.6,13.0,15900.0,8611.94,-0.119,52.0,0.117,1,near_prime,1,0.66,4.0,6.0,0,8611.94,2,high_value_newer
SME104223,micro,retail,business_owner,9.2,67.0,14700.0,2304.22,-0.018,12.0,0.224,4,subprime,5,0.63,2.0,10.0,0,2304.22,0,loyal_established
SME104224,micro,food_service,employee,2.2,23.0,14100.0,7346.71,-0.06,67.0,0.334,1,near_prime,2,0.64,2.0,5.0,0,7346.71,2,high_value_newer
SME104225,small,construction,employee,11.7,46.0,21900.0,5304.63,-0.051,39.0,0.119,11,super_prime,0,0.79,1.0,11.0,0,5304.63,3,low_engagement_new
SME104226,small,professional_services,employee,1.7,60.0,16500.0,89.94,-0.101,1.0,0.556,4,prime,1,0.79,1.0,13.0,0,89.94,0,loyal_established
SME104227,micro,construction,business_owner,10.8,18.0,9500.0,6231.83,0.181,46.0,0.117,3,near_prime,1,0.62,4.0,10.0,1,6231.83,3,low_engagement_new
SME104228,small,professional_services,employee,3.6,50.0,31600.0,4118.23,0.185,48.0,0.786,7,prime,1,1.1,0.0,1.0,0,4118.23,1,at_risk_stressed
SME104229,micro,healthcare,employee,0.9,16.0,12800.0,1827.55,-0.083,21.0,0.346,12,prime,1,0.62,3.0,0.0,0,1827.55,3,low_engagement_new
SME104230,medium,professional_services,business_owner,12.2,17.0,16800.0,495.63,-0.104,3.0,0.357,11,prime,3,0.95,2.0,21.0,0,495.63,3,low_engagement_new
SME104231,micro,retail,employee,0.5,38.0,10900.0,6565.8,-0.051,46.0,0.319,7,near_prime,1,0.77,1.0,8.0,0,6565.8,3,low_engagement_new
SME104232,small,healthcare,business_owner,0.5,48.0,22900.0,1639.72,-0.024,13.0,0.054,7,near_prime,3,0.82,2.0,2.0,0,1639.72,3,low_engagement_new
SME104233,small,construction,employee,20.1,36.0,15900.0,3160.42,-0.194,17.0,0.184,9,prime,2,0.59,3.0,10.0,0,3160.42,3,low_engagement_new
SME104234,micro,food_service,employee,3.3,22.0,9500.0,3153.75,-0.12,36.0,0.168,1,prime,1,0.87,3.0,5.0,1,3153.75,3,low_engagement_new
SME104235,micro,retail,employee,4.5,23.0,14600.0,3530.86,-0.013,41.0,0.397,12,prime,1,0.86,2.0,7.0,0,3530.86,1,at_risk_stressed
SME104236,micro,construction,employee,1.3,21.0,26600.0,4792.24,-0.035,34.0,0.483,4,prime,1,0.76,2.0,11.0,0,4792.24,1,at_risk_stressed
SME104237,small,professional_services,employee,16.7,14.0,1000.0,5399.48,0.071,30.0,0.299,13,super_prime,0,0.93,0.0,8.0,0,5399.48,3,low_engagement_new
SME104238,micro,food_service,employee,0.6,5.0,21100.0,4956.56,0.16,32.0,0.101,10,prime,2,0.74,1.0,8.0,1,4956.56,3,low_engagement_new
SME104239,small,food_service,employee,1.2,3.0,25000.0,5625.53,-0.109,30.0,0.166,14,prime,0,0.86,0.0,16.0,0,5625.53,3,low_engagement_new
SME104240,small,professional_services,employee,19.0,43.0,21500.0,4493.0,0.083,33.0,0.623,12,prime,0,0.61,1.0,12.0,0,4493.0,1,at_risk_stressed
SME104241,small,retail,business_owner,6.9,42.0,30300.0,1071.2,-0.084,10.0,0.263,4,prime,0,0.67,2.0,5.0,1,1071.2,3,low_engagement_new
SME104242,micro,professional_services,employee,0.5,44.0,20200.0,1208.84,0.03,9.0,0.148,4,prime,0,0.65,1.0,10.0,0,1208.84,3,low_engagement_new
SME104243,micro,tech,employee,4.4,26.0,24400.0,7644.0,-0.05,56.0,0.11,2,near_prime,3,0.63,1.0,22.0,0,7644.0,2,high_value_newer
SME104244,small,tech,employee,5.3,2.0,7400.0,6222.03,-0.01,56.0,0.211,7,near_prime,1,0.52,1.0,7.0,1,6222.03,3,low_engagement_new
SME104245,micro,food_service,employee,3.4,4.0,15600.0,5240.4,0.161,64.0,0.353,8,prime,1,0.8,0.0,8.0,0,5240.4,3,low_engagement_new
SME104246,small,food_service,employee,0.8,10.0,17500.0,889.66,-0.107,5.0,0.219,8,super_prime,0,0.83,2.0,3.0,0,889.66,3,low_engagement_new
SME104247,micro,healthcare,employee,0.5,5.0,8700.0,2932.38,-0.096,24.0,0.788,8,super_prime,1,0.97,2.0,12.0,1,2932.38,1,at_risk_stressed
SME104248,micro,professional_services,employee,3.3,8.0,22500.0,4367.25,0.076,31.0,0.135,10,super_prime,0,0.77,2.0,16.0,0,4367.25,3,low_engagement_new
SME104249,small,food_service,employee,18.0,11.0,13100.0,1954.85,0.049,24.0,0.527,14,super_prime,0,0.85,1.0,13.0,0,1954.85,1,at_risk_stressed
SME104250,micro,food_service,business_owner,0.8,15.0,11800.0,1946.88,0.012,14.0,0.199,14,prime,0,0.51,1.0,8.0,0,1946.88,3,low_engagement_new
SME104251,micro,retail,business_owner,9.1,21.0,8600.0,5873.73,-0.129,32.0,0.156,13,near_prime,1,0.72,1.0,0.0,0,5873.73,3,low_engagement_new
SME104252,micro,healthcare,employee,6.3,1.0,2800.0,4603.66,-0.024,38.0,0.485,3,prime,0,0.83,2.0,14.0,1,4603.66,1,at_risk_stressed
SME104253,micro,retail,employee,8.8,2.0,18700.0,8243.99,-0.087,47.0,0.147,3,prime,1,0.68,1.0,13.0,0,8243.99,2,high_value_newer
SME104254,small,food_service,business_owner,3.9,65.0,16300.0,732.18,0.015,7.0,0.631,10,near_prime,0,0.45,2.0,5.0,0,732.18,0,loyal_established
SME104255,micro,food_service,business_owner,2.3,49.0,18900.0,6111.0,0.005,55.0,0.656,8,subprime,0,0.65,2.0,7.0,0,6111.0,1,at_risk_stressed
SME104256,micro,healthcare,business_owner,1.2,121.0,20000.0,7510.02,-0.011,38.0,0.278,3,prime,0,0.77,0.0,7.0,0,7510.02,0,loyal_established
SME104257,micro,retail,business_owner,4.3,66.0,1000.0,38940.1,0.201,205.0,0.674,9,prime,3,1.0,1.0,6.0,0,19004.126499999675,2,high_value_newer
SME104258,medium,retail,employee,6.9,30.0,24900.0,6731.22,-0.013,37.0,0.359,6,prime,1,0.82,1.0,8.0,0,6731.22,1,at_risk_stressed
SME104259,micro,tech,business_owner,5.9,17.0,20300.0,4145.61,-0.24,32.0,0.225,12,near_prime,3,1.03,3.0,17.0,1,4145.61,3,low_engagement_new
SME104260,medium,retail,employee,3.9,46.0,7700.0,4626.74,-0.006,36.0,0.145,5,super_prime,0,1.0,0.0,8.0,0,4626.74,3,low_engagement_new
SME104261,small,retail,employee,1.9,1.0,12600.0,102.83,0.028,1.0,0.124,13,near_prime,3,0.49,0.0,2.0,1,102.83,3,low_engagement_new
SME104262,micro,professional_services,business_owner,4.4,38.0,9000.0,3163.13,-0.058,21.0,0.106,11,super_prime,2,0.76,1.0,1.0,0,3163.13,3,low_engagement_new
SME104263,small,food_service,employee,8.9,1.0,35100.0,7866.8,0.192,95.0,0.046,13,prime,1,0.72,1.0,4.0,0,7866.8,2,high_value_newer
SME104264,small,construction,business_owner,0.5,13.0,29100.0,7861.15,-0.038,65.0,0.176,8,super_prime,0,0.9,1.0,1.0,0,7861.15,2,high_value_newer
SME104265,micro,healthcare,employee,2.7,4.0,14200.0,4714.41,0.044,44.0,0.069,9,prime,1,0.83,1.0,11.0,0,4714.41,3,low_engagement_new
SME104266,micro,tech,business_owner,0.8,16.0,1000.0,4360.17,0.085,50.0,0.209,13,super_prime,0,0.66,1.0,14.0,1,4360.17,3,low_engagement_new
SME104267,small,healthcare,business_owner,2.4,29.0,26500.0,3361.25,0.016,22.0,0.218,10,near_prime,1,0.72,3.0,3.0,0,3361.25,3,low_engagement_new
SME104268,small,tech,business_owner,1.9,24.0,11600.0,5905.67,0.166,31.0,0.272,10,prime,0,0.91,4.0,6.0,0,5905.67,3,low_engagement_new
SME104269,small,tech,employee,3.2,38.0,10700.0,8770.8,0.08,47.0,0.205,1,super_prime,1,0.72,0.0,17.0,0,8770.8,2,high_value_newer
SME104270,medium,retail,business_owner,9.4,1.0,22800.0,6674.55,-0.135,42.0,0.389,9,subprime,1,0.46,1.0,6.0,0,6674.55,1,at_risk_stressed
SME104271,micro,professional_services,employee,11.6,6.0,8400.0,4046.11,0.119,50.0,0.077,10,prime,0,0.71,2.0,7.0,0,4046.11,3,low_engagement_new
SME104272,small,food_service,business_owner,4.4,20.0,16100.0,89.34,-0.107,1.0,0.128,12,super_prime,0,0.77,0.0,11.0,1,89.34,3,low_engagement_new
SME104273,small,food_service,employee,2.9,62.0,14100.0,2994.85,0.218,30.0,0.506,12,super_prime,0,0.87,2.0,2.0,0,2994.85,0,loyal_established
SME104274,micro,food_service,business_owner,1.9,8.0,28900.0,2122.35,-0.076,14.0,0.797,13,subprime,1,0.47,1.0,12.0,1,2122.35,1,at_risk_stressed
SME104275,micro,professional_services,employee,6.0,2.0,24800.0,2748.93,-0.019,28.0,0.209,5,prime,0,0.95,0.0,8.0,0,2748.93,3,low_engagement_new
SME104276,micro,food_service,employee,1.6,2.0,25400.0,2701.99,0.141,24.0,0.275,8,near_prime,0,0.57,3.0,7.0,0,2701.99,3,low_engagement_new
SME104277,small,food_service,business_owner,5.7,66.0,10600.0,5684.24,0.049,40.0,0.074,9,super_prime,1,0.6,0.0,6.0,0,5684.24,0,loyal_established
SME104278,micro,food_service,employee,2.0,75.0,13300.0,5639.66,0.187,40.0,0.474,4,prime,0,0.66,0.0,12.0,0,5639.66,0,loyal_established
SME104279,small,healthcare,employee,2.9,13.0,15500.0,6861.87,-0.145,77.0,0.191,12,prime,2,0.73,2.0,13.0,0,6861.87,2,high_value_newer
SME104280,micro,construction,employee,2.1,1.0,11800.0,6147.37,0.019,53.0,0.473,6,near_prime,1,0.49,0.0,8.0,0,6147.37,1,at_risk_stressed
SME104281,micro,food_service,business_owner,6.2,5.0,1000.0,90.28,-0.097,1.0,0.031,9,prime,3,0.69,1.0,13.0,0,90.28,3,low_engagement_new
SME104282,small,healthcare,employee,1.8,2.0,22900.0,3417.02,-0.019,20.0,0.074,3,subprime,2,0.78,2.0,0.0,1,3417.02,3,low_engagement_new
SME104283,micro,retail,employee,5.2,14.0,1600.0,2745.02,0.196,19.0,0.193,6,prime,1,0.84,2.0,5.0,0,2745.02,3,low_engagement_new
SME104284,small,food_service,business_owner,4.0,12.0,6900.0,3122.62,-0.221,23.0,0.202,3,near_prime,6,0.54,3.0,14.0,1,3122.62,3,low_engagement_new
SME104285,micro,retail,employee,0.5,40.0,25000.0,7350.58,0.007,49.0,0.341,3,subprime,2,0.6,0.0,8.0,0,7350.58,2,high_value_newer
SME104286,medium,professional_services,employee,3.9,56.0,14100.0,105.48,0.055,1.0,0.097,9,prime,1,0.57,2.0,9.0,0,105.48,0,loyal_established
SME104287,micro,healthcare,employee,4.1,6.0,16600.0,4642.37,0.084,32.0,0.238,3,prime,0,0.68,2.0,7.0,0,4642.37,3,low_engagement_new
SME104288,medium,retail,employee,27.0,82.0,16700.0,5869.36,0.043,39.0,0.206,8,subprime,2,0.64,4.0,11.0,0,5869.36,0,loyal_established
SME104289,small,professional_services,employee,1.1,12.0,7600.0,6318.07,0.002,39.0,0.204,2,prime,2,0.94,1.0,0.0,0,6318.07,3,low_engagement_new
SME104290,micro,construction,employee,5.2,34.0,7800.0,1802.59,0.084,14.0,0.282,6,near_prime,2,0.49,2.0,2.0,0,1802.59,3,low_engagement_new
SME104291,micro,professional_services,employee,0.5,98.0,12900.0,5482.75,-0.117,32.0,0.096,7,prime,2,0.89,2.0,15.0,0,5482.75,0,loyal_established
SME104292,micro,healthcare,employee,3.9,10.0,26800.0,4148.31,0.095,24.0,0.068,2,prime,1,0.88,0.0,10.0,0,4148.31,3,low_engagement_new
SME104293,small,professional_services,business_owner,6.0,1.0,21400.0,10191.86,-0.123,76.0,0.154,4,super_prime,1,0.92,0.0,4.0,0,10191.86,2,high_value_newer
